227, , "Origen begins Commentary on Genesis, completes work on First Principles."
232, , "Heraclas becomes Pope of Alexandria."
235, 238, "Persecution under Emperor Maximinus Thrax; martyrdom of St. Hippolytus of Rome."
236, , "Hieromartyr Antheros, Bp. of Rome."
238, , "During reigns of Gordian and Philip the Arab the church proclaims the faith openly and increasingly attracts well-educated converts."
240, , "Church at Dura-Europos built (earliest identified Christian church)."
240, , "(ca.) Origen's Hexapla of the Old Testament, largest critical production of antiquity."
244, , "Plotinus founds Neoplatonist school in Rome, whose system is developed in conscious opposition to Christianity, however whose teachings indirectly influenced Augustine of Hippo and Pseudo-Dionysius the Areopagite and hence medieval theologians and mystics."
246, , "Paul of Thebes retreats to the Egyptian desert and becomes first Christian hermit."
246, 247, "Two Councils of Arabia."
247, , "Rome celebrated its thousandth anniversary this year, witnessing a period of increased persecution of Christians."
248, , "Origen writes in Against Celsus that the Roman empire is a Divine Will."
249, 251, "Persecution under Emperor Decius."
250, , "Hieromartyr Fabian, Bp. of Rome; martyrdom of Pionius of Smyrna."
257, 260, "Persecution under Emperor Valerian (253-260)."
257, , "Hieromartyr Stephen, Bp. of Rome, and those martyred with him."
255, 256, "Three Councils of Carthage."
258, , "Bp. Cyprian of Carthage martyred."
260, , "Paul of Samosata begins his heretical preaching against the divinity of Christ; Synod in Rome condemns Sabellianism and Subordinationism."
262, , "Porphyry of Tyre becomes disciple of Neoplatonist Plotinus in Rome."
263, , "Porphyry of Tyre writes Philosophy From Oracles, an anti-Christian book."
264, , "Excommunication of Paul of Samosata."
265, , "The word 'Homoousios', 'of the same substance', to define relationship between Father and Son, used for first time by Modalist Monarchians of Cyrene, playing an important part in defining Orthodoxy at Nicene Council in 325."
268, , "Death of Firmilian, Bp. of Caesarea."
274, 275, "Persecution under Emperor Aurelian."
270, , "Before 270, Gregory Thaumaturgus sees first known apparition of the Theotokos; Death of Gregory Thaumaturgus; Porphyry of Tyre writes Against the Christians, a powerful anti-Christian book, causing several Christian contemporaries to try and refute him, and which was later banned and burned in 448; first priest ordained in Seleucia-Ctesiphon."
272, , "Martyrdom of Sabbas Stratelates ('the General') of Rome and 70 soldiers."
284, , "Diocletian becomes Roman emperor, persecutes Church and martyrs an estimated one million Christians; martyrdom of Cosmas and Damian, Andrew Stratelates ('the General') and 2,593 soldiers with him in Cilicia; the Era of the Martyrs dating system, currently used by the Coptic Church, had its beginning on this date, its year one."
285, , "Anthony the Great flees to the desert to pursue a life of prayer."
286, , "Martrydom of Maurice and the Theban Legion."
290, , "Brief persecution of Persian Christians under Bahram II."
300, , "(ca.) Bp. David of Basra undertook missionary work in India, among the earliest documented Christian missionaries in India."
300, , "By this date, the Chrisitan population is about 6,200,000, or 10.5% of the population of the Roman Empire (based on population of 60 million)."
301, , "Gregory the Illuminator converts King Tiridates I of Armenia to the Christian faith."
302, , "20,000 Martyrs burned at Nicomedia."
303, , "Outbreak of the Great Persecution (303-311), as Diocletian and Galerius launch the last and most severe persecution of Christians in the Roman Empire; martyrdom of George the Trophy-bearer; martyrdom of Genesios of Rome."
305, , "Martyrdom of Panteleimon and Catherine of Alexandria. Martyrdom of Bishop Ianouarios of Beneventio of Campania and his Companions."
305, 311, "(ca.) Lactantius writes Divinae Institutiones, the first systematic Latin account of the Christian view of life."
306, , "Martyrdom of Demetrius of Thessaloniki."
306, , "(ca.) Synod of Elvira in Spain, requires continence of all clergy, and severe disciplinary penalties for apostasy and adultery, becoming the pattern in the west."
308, , "Pope Marcellus, a rigorist, opposes more lenient treatment of the Christians who had lapsed under the recent persecution."
310, , "Armenia becomes first Christian nation; persecution of Christians under Persian King Shapur II (310-379)."
311, , "Galerius issues Edict of Toleration ending persecution of Christians in his part of the Roman Empire; rebellion of the Donatists in Carthage."
312, , "Vision and conversion of Constantine the Great; defeat of Maxentius at the Battle of Milvian Bridge, making Constantine Emperor of the West; martyrdom of Lucian of Antioch, who had completed a recension of the Septuagint and the Four Gospels in Greek, and inspired the development of the School of Antioch and Biblical textual study."
313, , "Edict of Milan issued by Constantine the Great and co-emperor Licinius, officially declaring religious freedom in the Roman Empire, specifically naming religious toleration for Christianity, restoration of property to Christian churches, and legal recognition."
314, , "Council of Ancyra held; Council of Arles condemns Donatism."
315, , "Council of Neo-Caesaria held; Constantine the Great abolished crucifixion in the Roman Empire."
316, , "Lactantius writes 'De Mortibus Persecutorum', a graphic account of the lives and horrible deaths of those who persecuted the church."
318, , "Publication of On the Incarnation by Athanasius the Great, influencing the condemnation of Arianism; beginnings of Arian Controversy."
318, , "Pachomius the Great, disciple of Anthony the Great, organizes a community of ascetics at Tabennis in Egypt, founding cenobitic monasticism."
319, , "Translation of relics of Theodore Stratelates ('the General')."
320, , "Expulsion of Arius by Alexander of Alexandria; martyrdom of Forty Martyrs of Sebaste."
320, 21, "Licinius' measures against Christians in the east enforced."
321, , "Constantine declares Sunday a holiday in honor of the Resurrection."
323, , "Constantine the Great builds church on the site of the martyrdom of Peter in Rome."
324, , "Constantine defeats Licinius and becomes sole emperor; the Labarum with the 'Chi-Rho' Christogram became the official standard of the Roman Empire."
325, , "First Ecumenical Council held in Nicea, condemning Arianism, setting the Paschalion, and issuing the first version of the Nicene Creed."
326, , "Discovery of the True Cross by the Empress Helena; King Miraeus of Georgia becomes Christian."
328, , "Athanasius the Great becomes bishop of Alexandria (328-373)."
329, , "Athanasius ordains Frumentius (Abba Selama) to priesthood and commissions him to evangelize Ethiopia."
330, , "Byzantium refounded as Constantinople / New Rome, Christian capital of the Roman Empire, and is dedicated to the Theotokos by Emperor Constantine; Amoun and Macarius the Great found monasteries in the Egyptian desert."
333, , "Constantine commissions Eusebius, to prepare 50 copies of the Bible for churches in the new capital."
335, , "Death of Sylvester, Pope of Rome."
336, 338, "Athanasius the Great goes into exile in Treves, telling Europeans about the monastic rule of Pachomius the Great, awakening interest in monasticism in Europe."
337, , "Death of Constantine."
337, 379, "The Persian Church faced several severe persecutions, notably during the reign of Shapur II (309–79), from the Zoroastrian majority who accused it of Roman leanings."
339, 346, "Second exile of Athanasius."
340, , "Conversion of Wulfila to Arianism, subsequently missionizing the Goths with heretical doctrine; Council of Rome under Pope Julius where Athanasius and Marcellus are declared innocent and maintained in the communion of the western churches; Council of Gangra held."
340, 570, "Constantinople overtakes Rome as the largest city in the world by population."
341, , "Council of Antioch held; Emperor Constans bans pagan sacrifices and magic rituals under penalty of death."
342, , "Death of Hieromartyr Sadoc (Sadoth/Shahdost), Bishop of Persia, and 128 martyrs with him."
345, , "Death of Nicholas, Archbishop of Myra in Lycia."
347, , "Council of Sardica."
348, , "Death of Pachomius the Great; death of Spyridon of Trimythous; death of Abramius of Arbela, Bp. of Arbela in Assyria, tortured and later beheaded under Shapur II."
350, , "Bp. Jacob of Nisibis protected the city of Nisibis by his prayers during the Persian siege of Sapor II; Ninian establishes the church Candida Casa at Whithorn in Galloway, Scotland, beginning the missionary effort to the Picts."
351, , "Apparition of the Sign of the Cross over Jerusalem."
354, , "Theophilos the Indian was sent by Emperor Constantius II on a mission to south Asia via Arabia, where he is said to have converted the Himyarites and built three churches in southwest Arabia; he is also said to have found Christians in India, along the Malabar Coast, as recorded by the Anomoean (Arian) Church historian Philostorgius."
355, , "Death of Nina, Enlightener of Georgia."
356, , "Death of Anthony the Great."
357, , "The Council of Sirmium, the high point of Arianism, issues the Blasphemy of Sirmium."
358, , "Basil the Great founds monastery of Annesos in Pontus, the model for Eastern monasticism."
359, , "Councils of Seleucia in the east and Rimini in the west."
360, , "Martin of Tours founds first French monastery at Liguge; first church of Hagia Sophia inaugurated by Emperor Constantius II."
361, 63, "Julian the Apostate becomes Roman emperor, attempting to restore paganism."
362, , "Synod of Alexandria; Antiochian schism (362-414); death of Greatmartyr Artemius at Antioch; martyrdom of Roman soldier Eusignius, who converted to Christianity at the age of 110."
363, , "Emperor Jovian reestablished Christianity as the official religion of the Empire, stating that he preferred the Orthodox view, and that Athanasius was to be permitted to return to his see at Alexandria; martyrdom of Dometius of Persia and two disciples."
364, , "Council of Laodicea held."
365, 66, "Brief exile and final restoration of Athanasius of Alexandria."
366, , "Death of Abramius the Recluse."
367, , "Athanasius of Alexandria writes his Paschal letter, listing for the first time the canon of the New Testament of the Holy Scriptures, including all 27 New Testament Books; death of Hilary of Poitiers."
372, , "Death of Hilarion the Great of Palestine."
373, , "Death of Athanasius the Great; death of Ephrem the Syrian."
374, , "Election of Ambrose as bishop of Milan; death of Nonna of Nazianzus, mother of St Gregory the Theologian."
375, , "(ca.) Emperor Gratian relinquishes the pagan imperial title of Pontifex Maximus, bestowing the title on Pope Damasus I of Rome (although it was not until the fifteenth century that 'Pontifex Maximus' became a regular title of honour for Popes)."
375, , "Basil the Great writes On the Holy Spirit, confirming the divinity of the Holy Spirit."
376, , "Visigoths convert to Arian Christianity."
378, , "Meletius returns to his see as bishop of Antioch; at Battle of Adrianople Emperor Valens defeated by the Visigoths, permanently weakening northern borders of the empire."
379, 402, "Continuation of the Great Persecution of the Persian church."
379, , "Death of Basil the Great; Emperor Gratian's rescript Ordinariorum Sententias extends power of Bishop of Rome by allowing him authority over bishops within his own jurisdiction."
380, , "Christianity established as the official faith of the Roman Empire by Emperor Theodosius the Great; Council of Saragossa condemns Priscillianism."
381, , "Second Ecumenical Council held in Constantinople, condemning Macedonianism/Pneumatomachianism and Apollinarianism, declaring the divinity of the Holy Spirit, confirming the previous Ecumenical Council, and completing the Nicene-Constantinopolitan Creed; Council of Aquileia led by Ambrose of Milan deposes Arian bishops."
382, , "Pope Siricius of Rome first to bear title Pontifex Maximus."
383, , "Death of Frumentius of Axum, bishop of Axum and Apostle to Ethiopia."
384, , "Council of Bordeaux condemns Priscillian."
385, , "Death of Gregory of Nyssa."
386, , "Panagia Soumela Monastery founded in Trebizond, Pontus, Asia Minor; death of Cyril of Jerusalem; Theodosius the Great begins to rebuild the present-day Basilica of Saint Paul Outside the Walls."
387, , "Augustine baptized at Pascha by Ambrose of Milan."
390, , "Death of Horus of the Thebaid."
391, , "Death of Gregory the Theologian."
391, 92, "All non-Christian temples in the Empire closed; Theodosius the Great ends pagan Eleusinian Mysteries by decree and causes surviving pagan sacrifices at Alexandria and Rome to cease."
392, , "Death of Macarius the Great."
393, , "Council of Hippo publishes Biblical canon; Emperor Theodosius bans Olympic Games as a pagan festival."
394, , "Epiphanius of Salamis attacks teachings of Origen as heretical; Council of Constantinople held; Donatist Council of Bagai in Africa held with 310 bishops."
395, , "Augustine becomes bishop of Hippo in North Africa; the placing of the cincture (sash) of the Most Holy Theotokos in the Church of the Virgin in Halkoprateia-Constantinople (395-408)."
395, , "Re-division of Empire with death of Emperor Theodosius the Great."
397, , "Council of Carthage publishes Biblical canon; death of Martin of Tours; death of Ambrose of Milan."
398, , "John Chrysostom becomes Archbishop of Constantinople."
398, , "(ca.) Martyrdom of 10,000 Fathers of the Scetis by Patriarch Theophilus of Alexandria."
399, , "Anastasius of Rome and other bishops condemn doctrine of Origen; Death of Evagrius Ponticus"
401, , "Augustine of Hippo writes Confessions; Pope Innocent I of Rome supports John Chrysostom and condemns pelagianism."
400, , "(ca.) Jerusalem Talmud completed."
402, , "Emperor Honorius transfers capital of the Western Empire from Milan to Ravenna; Porphyry of Gaza obtains imperial decree ordering closing of pagan temples in Gaza."
403, , "Abduction of Patrick to Ireland to serve as a slave; visit of Victricius of Rouen to Britain; Synod of the Oak held near Chalcedon, deposing and exiling John Chrysostom."
404, , "Martyrdom of Telemachus, resulting in Emperor Honorius' edict banning gladiator fights."
405, , "Translation of Holy Scriptures into Latin as the Vulgate by Jerome; martyrdom of Moses the Black."
406, , "Invasion of Gaul by Germanic tribes, severing contact between Rome and Britain."
407, , "Death of John Chrysostom in exile."
409, , "Permission was formally given by the Zoroastrian King Yezdegerd to Christians to worship openly and rebuild destroyed churches, though they were not allowed to proselytize (some historians call this decree the Edict of Milan for the Assyrian Christian church)."
410, , "Fall of Rome to the Visigoths under Alaric I; escape of Patrick back to Britain; Emperor Honorius tells Britain to attend to its own affairs, effectively removing the Roman presence; Honoratus founds a monastery on island of Lerins."
410, , "The Council of Seleucia-Ctesiphon (Council of Mar Isaac) met in Seleucia-Ctesiphon, capitol of the Sassanid Empire of Persia, extending official recognition to the Empire's Christian community, (known as the Church of the East after 431 AD), and established the Bp. of Seleucia-Ctesiphon as its Catholicos, or leader, declaring him to be supreme among the Bps. of the East, independent of other Orthodox Bps; this established a hierarchical Christian Church in Iran, with a patriarchate at Ctesiphon and metropolitans in the capitals of five Persian provinces; it also declared its adherence to the decisions of the Council of Nicea and subscribed to the Nicene Creed."
411, , "Pelagius condemned at council in Carthage; Rabbula becomes bishop of Edessa."
412, , "Cyril succeeds his uncle Theophilus as Pope of Alexandria; Honorius outlaws Donatism; Lazarus, bishop of Aix-en-Provence, and Herod, bishop of Arles, expelled from sees on a charge of Manichaeism; Alexandrian Creation Era date finalized at 25 March, 5493 BC."
413, , "Martyrdom of Marcellinus of Carthage."
414, , "Resolution of the Antiochian division."
415, , "Pelagius cleared at a synod in Jerusalem and a provincial synod in Diospolis (Lydda); John Cassian founds convent at Marseilles."
416, , "Councils in Carthage and Milevis condemn Pelagius and convince Pope Innocent I of Rome to excommunicate him."
418, , "Foundation of the Arian Visigothic Kingdom, as Emperor Honorius rewards Visigoth federates by giving them land in Gallia Aquitania on which to settle."
418, 24, "Council in Carthage anathematizes Pelagianism by way of endorsing Augustinian anthropology."
424, , "Formal separation of the Assyrian Church of the East ('East Syrian Church', 'Persian Church', 'Chaldean Syrian Church', or 'Nestorian Church'), from the See of Antioch: the Synod of Dadyeshu met in Markabata of the Arabs, under the presidency of Mar Dadyeshu, proclaiming the independence of the Iranian Church from Byzantium, deciding that the Catholicos should be the sole head of the Church of the East and that no ecclesiastical authority should be acknowledged above him, referring to him for the first time as Patriarch, answerable to God alone (thus also reassuring the Sassandid monarchy that Persian Christians were not influenced by the Roman enemy)."
425, , "Sanhedrin disbanded by the Roman Empire; University of Constantinople founded as the first university in the world."
426, , "Augustine of Hippo writes The City of God."
428, , "Nestorius becomes patriarch of Constantinople; translation of the relics of the Apostle Stephen the Protomartyr, found incorrupt, together with the relics of Sts. Nicodemus the Righteous, Gamaliel, and his son Abibus, from Jerusalem to Constantinople on August 2."
429, , "Pope Celestine I dispatches prominent Gallo-Roman Bishops Germanus of Auxerre and Lupus of Troyes to Britain as missionary bishops and to combat the Pelagian heresy; death of Sisoes the Great."
430, , "(ca.) Death of Nilus of Sinai."
430, , "Peter the Iberian founds Georgian monastery near Bethlehem."
431, , "Third Ecumenical Council held in Ephesus, condemning Nestorianism and Pelagianism, confirming the use of the term Theotokos to refer to the Virgin Mary, and confirming autocephaly of Church of Cyprus; Pope Celestine sends Palladius to Ireland."
432, , "Return of Patrick to Ireland to begin missionary work; death of Ninian, Apostle to the Picts."
433, , "Formulary of Peace completes the work of the Third Ecumenical Council by reconciling Cyril of Alexandria with John of Antioch."
435, , "Death of John Cassian; death of Acacius of Melitene; Nestorius exiled by Imperial edict to a monastery in a Sahara oasis."
437, , "Seven Sleepers of Ephesus awakened to prove resurrection of the dead."
438, , "Codex Theodosianus published."
439, , "Carthage falls to Vandals."
442, , "First Council of Vasio (Consilium Vasense I, modern Vaison-la-Romaine), November 13, dealt with the question of the unity of the Three Persons of the Holy Trinity, attended by Nectarius Bp. of Vienne who played an active role in defending Orthodoxy against Arianism."
444, , "Death of Cyril of Alexandria; Pope Leo the Great abolishes Gallican vicariate."
445, , "Founding of monastery at Armagh in northern Ireland; Emperor Valentinian III issues decree recognizing primacy of the bishop of Rome."
447, , "Earthquake in Constantinople, when a boy was lifted up to heaven and heard the Trisagion."
449, , "Robber Synod of Ephesus, presided over by Dioscorus of Alexandria, with an order from the emperor to acquit Eutyches the Monophysite."
450, , "First monasteries established in Wales; Anglo-Saxon invasion of Britian; death of Peter Chrysologus."
451, , "Fourth Ecumenical Council meets at Chalcedon, condemning Eutychianism and Monophysitism, affirming doctrine of two perfect and indivisible but distinct natures in Christ, and recognizing Church of Jerusalem as patriarchate;"
451, , "The city of Lutetia (Gallo-Roman Paris) is spared from Attila's Huns due to the ministrations of St. Genevieve of Paris; Attila the Hun defeated at Battle of Chalons, last major military operation of the Western Roman Empire, where the Christian allied forces under Roman general Aetius defeated Attila and his Hunnic host, allowing Christianity and western civilization to continue to flourish; uprising of Armenian Christians reacting to the pro-Zoroastrian policy of Sassanid Persian king Yazdegerd II; Armenia was guaranteed religious freedom after the Battle of Avarayr."
451, 480, "(ca.) Flight of the Nine Saints (Ethiopian Orthodox Tewahedo Church) from Byzantine Syria, following the Fourth Ecumenical Council; first translation of the Greek Septuagint into the Ge'ez language (i.e. the Ethiopian Bible), becoming the official Bible of the Ethiopian Orthodox Tewahedo Church as well as of the Ethiopian Jewish community."
452, , "Proterius of Alexandria convenes synod in Alexandria to reconcile Chalcedonians and non-Chalcedonians; second finding of the Head of John the Forerunner; Attila the Hun invades northern Italy, but is convinced to withdraw from Ravenna by Pope Leo the Great; Venice founded by fugitives from Attila's army."
455, , "Vandals under Gaiseric sack Rome; Germanic Saxons and Angles conquer Britain, founding several independent kingdoms."
457, , "Victorius of Aquitania computes new Paschalion; first coronation of Byzantine Emperor by patriarch of Constantinople."
459, , "Death of Symeon the Stylite."
461, , "Death of Leo the Great; death of Patrick of Ireland."
462, , "Indiction moved to September 1; Studion Monastery founded."
466, , "Church of Antioch elevates bishop of Mtskheta to rank of Catholicos of Kartli, rendering the Church of Georgia autocephalous; death of Shenouda the Great, abbott of White Monastery in Egypt, considered the founder of Coptic Christianity."
471, , "Death of Patr. Gennadius of Constantinople."
471, , "(ca.) Patriarch Acacius of Constantinople was first called 'Oikoumenikos' (Ecumenical)."
473, , "Death of Euthymius the Great."
475, , "Emperor Basiliscus issues circular letter to the bishops of his empire, supporting Monophysite Christological position."
476, , "Fall of Western Roman Empire; martyrdom of Thomais of Alexandria."
477, , "Timothy Aelurus of Alexandria exiles Chalcedonian bishops from Egypt."
482, , "Byzantine emperor Zeno I issues Henotikon in an attempt to reconcile the differences over the Christology of Chalcedon."
484, , "The Catholicos-Patriarch of the Church of the East Babowai (457–484) was executed by Sassanid king Peroz I, for his pro-Byzantine leanings, for which he was often in conflict with other members of the anti-Byzantine Church of the East (i.e. such as Barsauma); Synod of Beth Lapat is convened under the Metr. of Nisibis Barsauma, declaring Nestorianism as the official theology of the Assyrian Church of the East, permanently separating the Assyrian church from the Byzantine church, pleasing the Zoroastrian Persian kings, who were at constant war with the now Christian Byzantine Empire."
484, , "Acacian Schism; Founding of Mar Sabbas Monastery by Sabbas the Sanctified."
488, , "Death of Peter the Fuller."
489, , "Emperor Zeno I closes Nestorian academy in Edessa, which was then transferred under Sassanian Persian auspices to Nisibis, becoming the spiritual center of the Assyrian Church of the East."
490, , "(ca.) Apparition of the Archangel Michael on Mount Gargano in southern Italy, to Bishop Laurence of Siponto, in memory of which the famous Monastery of the Archangel was founded."
490, , "Brigid of Kildaire founds monastery of Kildare in Ireland."
494, , "Pope Gelasius I of Rome delineates relationship between church and state in his letter Duo sunt, written to Emperor Anastasius I."
496, , "Pope Gelasius I of Rome dedicates February 14 to Valentine of Terni in the West, banning the pre-Christian Roman festival of Lupercalia; Bp. Remigius of Rheims baptizes Franks into Orthodox Christianity."
500, , "(ca.) Pseudo-Dionysius the Areopagite writes The Mystical Theology; Babylonian Talmud completed."
502, , "Start of Byzantine-Sassanid wars, lasting until 562."
